,Category,Message
3409,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
1085,ham,love start attraction feel need every time around first thing comes thoughts would start day end every time dream love every breath name life happen around life named would cry give happiness take sorrows ready fight anyone love craziest things love proove anyone girl beautiful lady whole planet always singing praises love start making chicken curry end makiing sambar life beautiful get every morning thank god day would like say lot tell later
4240,ham,sez hows u de arab boy hope u r good give love evry love ya eshxxxxxxxxxxx
1081,ham,tell happen dont behave like ok need say
706,ham,think get away trek long family town sorry
2146,spam,sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop
688,ham,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged ans holiday
2681,ham,solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetables house maid went post office children went play neighbour went marriage police arrested murderer immediately reply reason u r brilliant
1539,ham,midnight earliest
4186,ham,good registered vote
1419,ham,lmao take pic send
125,ham,predict wat time finish buying
5227,ham,met alex nichols middle school turns dealing
1736,ham,tired special
3037,ham,ok feel like john lennon
2353,ham,thats cool day
1961,spam,guess somebody know secretly fancies wanna find give us call landline datebox essexcm xn p min
2454,ham,much payed suganya
2944,ham,message responce happend
263,ham,luton ring ur around h
2236,ham,si como listened plaid album quite gd new air hilarious also bought braindance comp ofstuff aphex abel u hav hear c u sn xxxx
4692,ham,surly ill give coming review
4410,spam,chance win free bluetooth headset simply reply back adp
1831,ham,way stay oh
4650,ham,please protect e threats sib never asks sensitive information like passwords atm sms pin thru email never share password anybody
19,spam,england v macedonia dont miss goals team news txt ur national team eg england try wales scotland txt poboxox w wq
908,ham,give plus said grinule greet whenever speak
3490,ham,also came room
3323,ham,ok darlin supose ok worry much film stuff mate babysit call xx
4955,ham,u coming back dinner rite dad ask confirm wif u
3955,ham,probably eat today think gonna pop weekend u miss
3866,ham,alrite girl u know gail neva wrong take care sweet worry c u l tr hun love yaxxx
2222,ham,notice like looking shit mirror youre turning right freak
4434,ham,u look da lib got stuff havent finish yet
2048,ham,de call time ill tell k
4457,ham,want mapquest something look usf dogwood drive tiny street parking lot
1034,ham,oh mr sheffield wanna play game okay boss nanny give raise give one
2918,ham,yes fine love safe
3677,ham,hey r still online finished formatting
3719,ham,cool like swimming pool jacuzzi house
3718,ham,gonna rip uterus
2336,ham,weird know one point
1878,ham,pen thing beyond joke wont biro masters ever
113,ham,ok wif cos like try new things scared u dun like mah cos u said loud
5464,ham,treasure every moment spend together
2926,ham,coming day class
3811,ham,aight text address
2942,ham,supervisor find one lor thk students havent ask yet tell u aft ask
1049,ham,walked hour c u show care wont u believe im serious
957,ham,love decision feeling could decide love life would much simpler less magical
2099,ham,dice art class thru thanks though idea time come tomorrow
3193,ham,ur paper today e morn aft
934,ham,time think need know near campus
5391,ham,watching ajith film ah
4391,ham,know god created gap fingers one made comes amp fills gaps holding hand love
4648,ham,god created gap btwn ur fingers dat sum vry special fill gaps holding ur hands plz dont ask created much gap legs
4956,ham,masters buy bb cos sale bf
3984,ham,nationwide auto centre something like newport road liked
1901,ham,miss vday parachute double coins u must know well
4006,ham,ow u dey paid thousad told u would call
2501,ham,remember ask alex pizza
446,ham,sorry battery died come getting gram place
1780,spam,loan purpose homeowners tenants welcome previously refused still help call free text back help
4951,ham,hi probably much fun get message thought id txt u cos im bored james farting night
419,ham,alright head minutes text meet
3376,ham,
4622,ham,received understood n acted upon
2763,ham,arr birthday today wish get oscar
959,ham,sort code acc bank natwest reply confirm sent right person
2182,ham,ok
3126,spam,st wk free gr tones str u wk txt nokia classic nokia tones hit polys nokia p poly p
4978,ham,boy late home father power frndship
3851,ham,looking forward sex cuddling two sleeps
606,ham,take care n get well soon
1739,ham,k go sleep well take rest
1476,ham,nice wait texting right gonna pay ticket ya know
2111,ham,spare power supplies
4503,ham,wot u bitch
5569,ham,pity mood suggestions
1813,ham,getting tickets walsall tue th march mate getting sat ill pay treat want go txt bak terry
500,ham,dear reache room
2505,ham,hello boytoy made home constant thought love hope nice visit wait till come home kiss
3516,ham,job profile seems like bpo
5246,ham,eaten day sitting staring juicy pizza eat meds ruining life
136,ham,haf msn yijue hotmail com
2335,ham,like italian food
3161,ham,much ur hdd casing cost
219,ham,take exam march
2481,spam,urgent call landline complementary tenerife holiday cash await collection sae cs po box wa px ppm sender hol offer
5315,ham,hahaha use brain dear
3175,ham,vl bcum difficult
2599,ham,okie thanx
4351,ham,yes rent expensive way save
3174,spam,dear voucher holder claim weeks offer pc please go http www e tlp co uk reward ts cs apply
100,ham,please text anymore nothing else say
172,ham,hmmm thk sure got time hop ard ya go free abt muz call u discuss liao
2710,ham,sorry de went shop
1673,spam,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs
3533,ham,actually mobile full msg work online need send lt gt sent msg wil explain u later
5011,ham,way rencontre meet mountains dont
3437,ham,india win level series means record
1530,ham,picked receipt something earlier
2902,spam,ur cash balance currently pounds maximize ur cash send cash p msg cc po box tcr w
5174,ham,water logging desert geoenvironmental implications
409,ham,headin towards busetop
4110,ham,want lick pussy
5413,ham,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx
2266,ham,cant pick phone right pls send message
3982,ham,huh cant thk oredi many pages
2798,ham,get ten billion calls texts help god
882,ham,see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need b studdying ear training
1184,ham,much bad avoid like
5361,ham,yep get program slacking
4355,spam,important information orange user xxxxxxx today lucky day find log onto http www urawinner com fantastic surprise awaiting
103,ham,per request melle melle oru minnaminunginte nurungu vettam set callertune callers press copy friends callertune
5005,ham,someone year lt gt toyota camry like mr olayiwola mileage lt gt k clean need know much sell raise dough soon landing sell holla back
639,ham,shower baby
3303,ham,stop calling everyone saying might cancer throat hurts talk answering everyones calls get one call babysitting monday
1395,ham,r still meeting dinner tonight
4432,ham,mro coming gym machan goodnight
1649,ham,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear
2087,ham,dude like buff wind
5031,ham,coming friday leave pongal get news work place
1255,ham,plan pongal
5231,ham,realise busy guy trying bother get exams outta way try cars gr day
3153,spam,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx
4401,ham,juz go google n search qet
4893,ham,miserable tell u side effects birth control massive gut wrenching cramps first months sleep last night
1383,ham,ok arm feeling weak cuz got shot go another time
1134,ham,entered cabin pa said happy b day boss felt special askd lunch lunch invited apartment went
5498,ham,wake gt
2437,ham,btw regarding really try see anyone else th guy commit random dude
4414,ham,sad story man last week b day wife nt wish parents forgot n kids went work even colleagues wish
1073,spam,dear u invited xchat final attempt contact u txt chat
3930,ham,yes nigh cant aha
2756,ham,r outside already
2830,spam,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ads p
68,spam,hear new divorce barbie comes ken stuff
2185,ham,know people hit fuck yes
5273,ham,late k wish
3679,spam,promotion number ur awarded city break could win summer shopping spree every wk txt store skilgme tscs winawk age perwksub
1267,ham,hey sorry didntgive ya bellearlier hunny bedbut mite go thepub l tr uwana mt loads luv jenxxx
1751,ham,got mail panren paru
2189,spam,free camera phones linerental month cross ntwk mins price txt bundle deals also avble call call optout j mf
1944,ham,got lousy sleep kept waking every hours see cat wanted come worry cold
4241,ham,lay man let know missed thought great day send bimbo ugo numbers ill appreciate safe
5547,spam,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
1451,ham,msg rajini comes
1773,ham,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
4564,ham,come around lt decimal gt pm vikky otside nw il come tht time
4720,ham,aiyo lesson early still sleepin haha okie u go home liao den confirm w lor
4845,spam,valued vodafone customer computer picked win prize collect easy call
1591,ham,somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crushes
1989,ham,sorry call later
2907,ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng
5487,spam,p per min call germany bt line p per min check planettalkinstant com info c text stop opt
3847,ham,pls go today lt gt dont want excuses
3654,ham,issues right ill fix tomorrow
4973,ham,fine hope good take care
1041,ham,today going college able atten class
4696,spam,urgent mobile awarded bonus caller prize nd attempt contact call box qu
5240,ham,gud gud k chikku tke care sleep well gud nyt
